product_id,customer_id,product_category,customer_segment,sales,discount,date
58,209,C,Y,851,0.131472864,13-02-2020
33,528,C,Y,636,0.224585523,14-02-2020
32,39,A,X,905,0.156317254,15-02-2020
75,451,B,Y,874,0.059150347,16-02-2020
24,352,B,Y,137,0.224057491,17-02-2020
36,988,D,Z,151,0.171492693,18-02-2020
76,611,B,Z,162,0.188277829,19-02-2020
56,695,C,Z,920,0.086336745,20-02-2020
29,63,A,Y,654,0.008597189,21-02-2020
35,225,B,Z,968,0.289281891,22-02-2020
1,403,C,Y,293,0.015407767,23-02-2020
1,845,A,Z,768,0.019283396,24-02-2020
37,412,C,Z,285,0.136508187,25-02-2020
54,560,B,Y,528,0.004001882,26-02-2020
6,470,D,Z,365,0.000273188,27-02-2020
39,602,C,Z,186,0.290885586,28-02-2020
18,939,B,Y,709,0.042027066,29-02-2020
80,220,B,Y,364,0.023453779,01-03-2020
5,50,A,Y,307,0.191229183,02-03-2020
43,128,C,X,988,0.121861048,03-03-2020
59,169,B,Y,221,0.092391671,04-03-2020
32,828,C,Z,126,0.278068728,05-03-2020
2,519,C,Y,597,0.253807184,06-03-2020
66,298,A,X,224,0.153855551,07-03-2020
42,775,B,X,780,0.141456883,08-03-2020
58,230,A,Z,226,0.183648081,09-03-2020
36,132,D,Z,383,0.09445687,10-03-2020
12,724,C,Z,184,0.06728959,11-03-2020
47,855,B,Z,584,0.124163504,12-03-2020
83,130,A,X,955,0.074067847,13-03-2020
92,821,C,X,947,0.135315223,14-03-2020
1,599,D,Y,823,0.15726178,15-03-2020
15,739,A,Z,999,0.201304724,16-03-2020
54,62,D,Y,230,0.249603369,17-03-2020
13,183,B,X,153,0.002971217,18-03-2020
43,446,A,Z,374,0.035665096,19-03-2020
85,675,A,X,525,0.131674687,20-03-2020
76,979,D,Y,792,0.239504588,21-03-2020
69,708,D,Z,939,0.105142781,22-03-2020
7,259,A,Y,606,0.179105758,23-03-2020
69,236,C,X,263,0.120384071,24-03-2020
48,620,A,Y,734,0.014118869,25-03-2020
4,418,D,Z,817,0.155096217,26-03-2020
77,385,C,X,702,0.012348459,27-03-2020
53,632,C,Y,654,0.208442903,28-03-2020
79,978,A,Z,435,0.255425641,29-03-2020
16,741,B,Z,950,0.083815897,30-03-2020
21,792,B,Y,321,0.112606015,31-03-2020
59,763,B,X,209,0.162746015,01-04-2020
24,834,D,X,934,0.163287983,02-04-2020
80,322,B,X,455,0.161737493,03-04-2020
14,258,D,X,995,0.001077946,04-04-2020
86,504,A,X,129,0.09144731,05-04-2020
49,533,A,Z,149,0.168230359,06-04-2020
50,77,C,X,776,0.102411981,07-04-2020
70,203,D,Y,143,0.182446895,08-04-2020
42,864,D,Z,433,0.177235718,09-04-2020
36,39,C,Y,,0.146913804,10-04-2020
65,454,D,X,386,0.021680843,11-04-2020
96,185,D,Z,404,0.216361542,12-04-2020
70,790,D,Z,310,0.058357495,13-04-2020
95,859,C,Z,320,0.27658285,14-04-2020
1,190,D,Y,496,0.263283676,15-04-2020
51,358,C,Z,480,0.117250351,16-04-2020
37,841,D,X,784,0.079336704,17-04-2020
35,393,B,X,873,0.073036794,18-04-2020
49,637,D,X,943,0.183779858,19-04-2020
94,925,D,Z,989,0.042293484,20-04-2020
4,256,A,Z,236,0.051251918,21-04-2020
99,102,B,Y,915,0.224047301,22-04-2020
43,911,D,X,268,0.082640451,23-04-2020
78,768,B,Y,815,0.002510815,24-04-2020
22,594,C,Y,467,0.060228959,25-04-2020
74,435,D,Z,538,0.093713008,26-04-2020
1,33,C,X,949,0.108282954,27-04-2020
11,249,B,Y,639,0.287799007,28-04-2020
44,568,D,X,489,0.009751024,29-04-2020
59,729,D,Y,796,0.278985017,30-04-2020
24,775,D,X,415,0.183380775,01-05-2020
60,256,C,X,688,0.153377186,02-05-2020
3,16,D,X,867,0.112054923,03-05-2020
99,234,D,Y,788,0.166617056,04-05-2020
63,357,B,X,278,0.091407414,05-05-2020
36,784,C,X,531,0.220669359,06-05-2020
95,605,C,X,806,0.03322124,07-05-2020
68,730,C,Z,883,0.07542706,08-05-2020
83,399,A,X,556,0.047792428,09-05-2020
47,791,D,Z,685,0.221343079,10-05-2020
21,707,A,X,328,0.290447063,11-05-2020
82,987,C,X,333,0.139968333,12-05-2020
51,530,D,X,339,0.27286309,13-05-2020
28,493,B,Y,160,0.009697934,14-05-2020
15,48,B,Z,355,0.19277996,15-05-2020
42,659,A,Z,113,0.129562377,16-05-2020
59,89,A,X,656,0.229484343,17-05-2020
66,777,A,Y,276,0.236853799,18-05-2020
37,885,D,Y,194,0.150229564,19-05-2020
11,663,D,Z,628,0.243623416,20-05-2020
87,218,A,Z,508,0.221749911,21-05-2020
44,330,C,Z,388,0.192061654,22-05-2020
12,784,D,Z,382,0.155754695,23-05-2020
3,736,C,X,616,0.20933672,24-05-2020
52,755,D,X,985,0.149761843,25-05-2020
81,445,D,Y,595,0.144682447,26-05-2020
33,814,B,X,816,0.291384972,27-05-2020
55,539,A,Y,346,0.024800949,28-05-2020
1,912,D,X,368,0.104603633,29-05-2020
39,197,B,Y,349,0.151806,30-05-2020
20,384,C,Z,640,0.291936351,31-05-2020
47,237,C,Z,105,0.126871419,01-06-2020
43,126,B,X,479,0.158251684,02-06-2020
57,651,C,Y,368,0.287750401,03-06-2020
61,853,D,X,693,0.023293138,04-06-2020
78,176,A,Z,597,0.0883055,05-06-2020
31,943,B,Z,417,0.096695288,06-06-2020
25,886,D,Y,934,0.120683777,07-06-2020
3,304,D,Y,761,0.291982329,08-06-2020
4,582,D,Z,956,0.013443578,09-06-2020
95,559,A,Y,849,0.133829385,10-06-2020
99,795,A,Y,612,0.272777284,11-06-2020
14,606,A,Y,690,0.100132714,12-06-2020
41,502,B,Y,671,0.099417277,13-06-2020
73,430,A,Z,548,0.074904214,14-06-2020
20,520,C,X,712,0.298799235,15-06-2020
96,772,A,X,846,0.129213805,16-06-2020
73,922,D,Y,729,0.155067303,17-06-2020
27,706,D,Z,811,0.2472503,18-06-2020
67,285,C,X,730,0.290864457,19-06-2020
53,848,A,X,511,0.29842222,20-06-2020
68,881,D,X,742,0.139593528,21-06-2020
62,584,A,Z,722,0.193155303,22-06-2020
15,49,D,Y,280,0.04226187,23-06-2020
97,256,C,Y,907,0.065073316,24-06-2020
5,871,A,Y,100,0.140020762,25-06-2020
68,712,B,Y,837,0.052931217,26-06-2020
12,354,A,X,784,0.196489469,27-06-2020
87,775,A,Z,277,0.132491916,28-06-2020
78,505,B,X,758,0.166006328,29-06-2020
76,339,A,Z,639,0.067341779,30-06-2020
57,547,D,Y,264,0.145477656,01-07-2020
17,166,B,Z,614,0.013585301,02-07-2020
25,870,A,Z,174,0.085581664,03-07-2020
30,612,C,Y,550,0.041820229,04-07-2020
22,745,D,Z,201,0.165623352,05-07-2020
26,786,B,X,775,0.140201269,06-07-2020
81,108,C,Z,368,0.207751085,07-07-2020
61,448,C,Z,599,0.286189791,08-07-2020
62,407,B,Z,195,0.225470034,09-07-2020
84,933,A,X,515,0.295265499,10-07-2020
34,19,C,X,664,0.235131427,11-07-2020
33,586,A,Z,817,0.132471672,12-07-2020
71,134,C,Z,433,0.075673253,13-07-2020
86,136,C,Z,714,0.024980571,14-07-2020
32,535,D,Y,379,0.266927359,15-07-2020
14,274,D,Y,436,0.165850617,16-07-2020
72,169,C,Z,876,0.234252542,17-07-2020
57,82,B,Y,826,0.150689621,18-07-2020
25,93,B,Z,,,19-07-2020
80,831,A,Z,877,0.110418015,20-07-2020
42,217,A,Y,871,0.009273451,21-07-2020
19,673,C,Z,459,0.248128536,22-07-2020
41,892,D,X,131,0.218501867,23-07-2020
55,689,D,X,958,0.296326602,24-07-2020
80,740,A,Z,747,0.012098972,25-07-2020
12,925,C,Y,909,0.23654635,26-07-2020
39,410,C,X,744,0.181084218,27-07-2020
94,670,B,Z,977,0.090149822,28-07-2020
2,157,B,X,214,0.064039228,29-07-2020
96,216,D,X,498,0.102947319,30-07-2020
45,505,C,Z,883,0.241422125,31-07-2020
89,959,C,X,817,0.277071611,01-08-2020
25,586,D,X,163,0.113859347,02-08-2020
68,878,B,Y,282,0.168262238,03-08-2020
83,586,A,Z,764,0.233870431,04-08-2020
4,203,D,Y,757,0.178210962,05-08-2020
77,278,D,X,464,0.230472321,06-08-2020
36,919,B,Z,745,0.217197618,07-08-2020
87,637,A,X,856,0.077637931,08-08-2020
62,476,D,Z,733,0.070657143,09-08-2020
70,517,B,Y,225,0.050239609,10-08-2020
88,823,C,Z,394,0.161855625,11-08-2020
44,232,D,X,905,0.106406564,12-08-2020
33,781,C,X,438,0.142475617,13-08-2020
12,194,B,Z,528,0.29927647,14-08-2020
85,653,A,X,576,0.264907498,15-08-2020
11,149,D,Y,418,0.037645843,16-08-2020
55,142,C,X,469,0.142901508,17-08-2020
38,757,D,Z,336,0.133989772,18-08-2020
29,27,B,X,399,0.162396462,19-08-2020
3,706,B,Z,359,0.145757495,20-08-2020
28,884,A,X,618,0.16698258,21-08-2020
84,354,B,X,211,0.045986557,22-08-2020
90,518,D,Z,789,0.191540195,23-08-2020
24,687,A,Z,112,0.169345637,24-08-2020
54,971,B,Y,121,0.115197274,25-08-2020
52,292,D,X,500,0.142717447,26-08-2020
47,105,C,Y,464,0.076326898,27-08-2020
21,410,A,Z,797,0.153191991,28-08-2020
54,48,A,X,982,0.019303033,29-08-2020
30,513,B,Y,621,0.087592638,30-08-2020
68,150,C,Z,777,0.288421554,31-08-2020
36,648,B,Z,489,0.069212727,01-09-2020
40,771,B,Y,173,0.057263993,02-09-2020
10,645,B,Z,345,0.237621484,03-09-2020
74,697,C,Z,939,0.201118134,04-09-2020
42,370,A,Y,469,0.128451833,05-09-2020
24,891,D,Z,588,0.135814679,06-09-2020
4,35,C,X,678,0.256800456,07-09-2020
47,511,D,Z,326,0.26036504,08-09-2020
91,55,C,Z,778,0.219712483,09-09-2020
51,23,D,Y,737,0.285850366,10-09-2020
4,208,B,Y,799,0.235769731,11-09-2020
32,406,D,Z,988,0.234347288,12-09-2020
10,387,C,Y,376,0.086347649,13-09-2020
11,848,D,Y,145,0.291363576,14-09-2020
28,821,D,Z,883,0.28361228,15-09-2020
46,280,A,Z,885,0.230690041,16-09-2020
72,351,D,X,910,0.172833833,17-09-2020
40,174,A,Y,344,0.09275042,18-09-2020
62,765,D,Z,804,0.012599215,19-09-2020
86,830,D,Y,840,0.1885602,20-09-2020
98,247,D,Y,105,0.095240268,21-09-2020
45,754,C,Z,238,0.112757158,22-09-2020
35,787,C,X,192,0.245787933,23-09-2020
35,284,B,Y,754,0.214548228,24-09-2020
89,211,B,Z,653,0.258535562,25-09-2020
34,650,C,X,983,0.159940654,26-09-2020
6,454,D,Y,851,0.235253966,27-09-2020
37,483,D,Z,942,0.23729101,28-09-2020
1,123,D,Y,119,0.167732119,29-09-2020
76,24,C,X,898,0.089988528,30-09-2020
35,840,B,Y,583,0.142826887,01-10-2020
70,415,D,Z,996,0.076039042,02-10-2020
54,360,B,X,589,0.223249971,03-10-2020
81,364,C,Z,796,0.096424263,04-10-2020
63,138,D,Y,508,0.287645257,05-10-2020
9,467,B,X,297,0.116817345,06-10-2020
62,277,A,X,756,0.287313294,07-10-2020
2,593,B,Y,416,0.25137391,08-10-2020
82,244,C,X,990,0.110912271,09-10-2020
36,110,C,Y,344,0.041183778,10-10-2020
92,620,A,Z,311,0.08360025,11-10-2020
41,983,D,X,592,0.102193371,12-10-2020
37,914,C,X,208,0.007497567,13-10-2020
49,477,A,Z,774,0.033623987,14-10-2020
26,477,C,X,661,0.078402976,15-10-2020
68,813,D,Y,807,0.266681036,16-10-2020
36,402,B,X,403,0.226043042,17-10-2020
31,554,A,Z,146,0.113425554,18-10-2020
30,778,D,Y,530,0.000175561,19-10-2020
34,24,C,X,374,0.030430584,20-10-2020
19,206,A,Z,119,0.051274928,21-10-2020
18,456,D,Y,329,0.245390602,22-10-2020
94,475,A,Y,331,0.276490276,23-10-2020
85,411,D,X,300,0.218782115,24-10-2020
3,148,B,X,540,0.221549101,25-10-2020
70,324,C,X,718,0.011356103,26-10-2020
13,697,C,n,,0.181147706,27-10-2020
45,265,B,Z,160,0.099243619,28-10-2020
67,47,A,Y,972,0.016782345,29-10-2020
92,252,B,X,338,0.172720787,30-10-2020
86,457,B,Y,487,0.176875496,31-10-2020
40,643,C,Y,757,0.239060074,01-11-2020
40,892,B,Z,765,0.120808099,02-11-2020
76,518,C,X,879,0.205018273,03-11-2020
23,399,A,Y,328,0.237863191,04-11-2020
31,162,C,Z,303,0.236119292,05-11-2020
18,69,B,Y,305,0.130804889,06-11-2020
71,247,A,Y,928,0.157500771,07-11-2020
72,738,D,X,569,0.079197335,08-11-2020
19,361,B,X,523,0.218217214,09-11-2020
93,66,D,Y,173,0.085535485,10-11-2020
44,820,C,Z,328,0.109278308,11-11-2020
84,812,A,Y,977,0.052069272,12-11-2020
50,249,B,Z,214,0.027935384,13-11-2020
42,879,D,Z,911,0.024723541,14-11-2020
94,388,B,Z,149,0.045271962,15-11-2020
47,362,C,X,267,0.068451375,16-11-2020
22,53,B,Y,740,0.052788424,17-11-2020
74,473,D,Z,387,0.123968654,18-11-2020
90,5,B,X,891,0.192735393,19-11-2020
97,539,A,Z,721,0.165743075,20-11-2020
92,415,D,X,771,0.206462539,21-11-2020
74,165,A,Y,436,0.258638686,22-11-2020
29,687,C,Z,227,0.031893209,23-11-2020
82,892,C,Z,464,0.239191117,24-11-2020
59,970,C,Y,982,0.176154319,25-11-2020
1,520,C,Z,433,0.116073527,26-11-2020
87,413,A,X,990,0.145460352,27-11-2020
64,109,C,Z,319,0.109941464,28-11-2020
17,271,D,Y,522,0.254829153,29-11-2020
37,698,D,Z,390,0.204736404,30-11-2020
95,127,A,Y,495,0.110664478,01-12-2020
25,416,C,X,425,0.098418987,02-12-2020
64,809,C,Z,138,0.199546432,03-12-2020
68,706,C,Y,348,0.064943514,04-12-2020
52,726,A,Z,553,0.013781468,05-12-2020
9,406,B,Z,980,0.141059296,06-12-2020
57,103,C,Y,604,0.032093975,07-12-2020
92,480,C,X,761,0.026222648,08-12-2020
94,723,A,Y,645,0.150436675,09-12-2020
88,32,B,Y,793,0.011915554,10-12-2020
33,738,D,X,388,0.042498523,11-12-2020
20,903,C,Y,789,0.234140531,12-12-2020
73,925,B,X,782,0.17559991,13-12-2020
72,729,C,Z,669,0.109208535,14-12-2020
88,981,C,X,965,0.058349259,15-12-2020
14,285,A,Y,242,0.092290533,16-12-2020
59,18,B,X,652,0.211374295,17-12-2020
82,40,C,X,990,0.074993826,18-12-2020
56,145,A,Z,252,0.292517977,19-12-2020
65,59,A,Y,626,0.248748752,20-12-2020
76,2,C,Y,113,0.281091014,21-12-2020
93,874,A,X,216,0.005783833,22-12-2020
37,310,A,X,181,0.038376599,23-12-2020
26,838,C,Y,969,0.293921539,24-12-2020
33,312,A,X,812,0.2659391,25-12-2020
43,825,C,X,126,0.246421844,26-12-2020
15,100,C,Y,182,0.039660636,27-12-2020
87,421,D,Y,608,0.26143957,28-12-2020
29,506,A,Y,217,0.020500581,29-12-2020
21,672,C,Y,382,0.140848043,30-12-2020
83,617,C,X,779,0.271788862,31-12-2020
69,894,D,Y,388,0.284257737,01-01-2021
23,578,A,X,201,0.143924983,02-01-2021
84,361,C,Y,825,0.241852912,03-01-2021
8,736,A,Y,875,0.254358128,04-01-2021
73,225,D,Y,843,0.234674197,05-01-2021
62,659,A,X,458,0.266506101,06-01-2021
14,233,D,X,373,0.163365291,07-01-2021
6,799,B,Y,699,0.156449372,08-01-2021
1,783,A,Y,153,0.246775706,09-01-2021
9,726,C,Z,863,0.154853017,10-01-2021
80,224,C,X,776,0.177235127,11-01-2021
80,417,D,Z,556,0.298709517,12-01-2021
54,140,B,X,685,0.122392259,13-01-2021
12,871,A,X,661,0.27526893,14-01-2021
5,237,C,Y,993,0.120344224,15-01-2021
40,79,B,Z,271,0.218368685,16-01-2021
93,784,D,Z,745,0.068227033,17-01-2021
46,648,D,Z,117,0.101172114,18-01-2021
27,968,C,Y,287,0.004389814,19-01-2021
75,331,C,Z,691,0.203752839,20-01-2021
53,447,C,Y,667,0.119894039,21-01-2021
50,853,C,Y,366,0.058590147,22-01-2021
92,162,C,Z,558,0.135305558,23-01-2021
52,504,B,X,265,0.218049,24-01-2021
19,19,D,X,714,0.198557826,25-01-2021
35,512,D,Y,104,0.146406818,26-01-2021
52,171,B,Z,521,0.056978168,27-01-2021
31,156,C,Y,781,0.246448008,28-01-2021
54,793,C,X,410,0.257235646,29-01-2021
59,70,D,Z,269,0.079477411,30-01-2021
44,196,C,X,178,0.052505073,31-01-2021
56,926,D,X,253,0.103916217,01-02-2021
19,671,A,Y,393,0.086572165,02-02-2021
46,96,A,Z,790,0.249894399,03-02-2021
88,803,A,Z,,,04-02-2021
66,27,D,X,992,0.267586867,05-02-2021
71,964,B,Z,970,0.168236536,06-02-2021
54,497,A,Y,148,0.023904467,07-02-2021
49,24,C,Y,895,0.296430567,08-02-2021
95,201,C,Y,957,0.09345547,09-02-2021
60,491,D,Y,856,0.18945857,10-02-2021
81,921,D,X,679,0.182114852,11-02-2021
27,391,B,Z,659,0.083151933,12-02-2021
36,843,D,Z,279,0.176412151,13-02-2021
59,894,C,X,252,0.246071269,14-02-2021
50,890,C,X,372,0.069105536,15-02-2021
74,612,C,Y,125,0.287951975,16-02-2021
45,428,D,Z,208,0.242484451,17-02-2021
14,623,C,X,709,0.196186083,18-02-2021
71,250,A,Z,280,0.107814935,19-02-2021
39,232,A,Z,263,0.12360495,20-02-2021
40,752,C,Z,887,0.216511289,21-02-2021
9,242,B,Z,742,0.007211487,22-02-2021
14,565,B,X,733,0.092547836,23-02-2021
8,731,C,X,816,0.258770553,24-02-2021
81,46,D,Z,982,0.147995619,25-02-2021
23,485,D,Y,773,0.066544863,26-02-2021
80,464,A,Z,624,0.032683765,27-02-2021
90,915,D,Z,940,0.178380619,28-02-2021
9,772,D,X,159,0.276116896,01-03-2021
7,989,B,Y,826,0.03970549,02-03-2021
82,320,D,X,673,0.259748529,03-03-2021
72,187,B,Y,467,0.270565427,04-03-2021
85,448,B,Y,340,0.097794281,05-03-2021
90,424,B,X,780,0.118871106,06-03-2021
67,479,C,X,896,0.137983137,07-03-2021
61,390,C,X,223,0.030034758,08-03-2021
17,432,B,Z,957,0.259717134,09-03-2021
57,663,C,Y,514,0.244867715,10-03-2021
24,620,B,X,604,0.176497524,11-03-2021
25,52,C,Y,906,0.125474043,12-03-2021
5,562,B,Y,995,0.267458845,13-03-2021
50,586,A,Z,602,0.180684576,14-03-2021
88,909,B,Z,679,0.187090173,15-03-2021
31,417,D,Z,942,0.217957361,16-03-2021
55,336,D,X,365,0.084008679,17-03-2021
26,801,C,Z,163,0.165159646,18-03-2021
21,804,D,X,225,0.047625809,19-03-2021
98,499,C,Y,860,0.092170489,20-03-2021
58,765,B,X,129,0.062089678,21-03-2021
24,511,C,Y,723,0.029371704,22-03-2021
28,573,A,Y,488,0.24457502,23-03-2021
30,831,D,X,262,0.237402528,24-03-2021
34,496,C,Z,545,0.133195524,25-03-2021
54,349,A,Z,210,0.272935248,26-03-2021
52,384,B,Z,203,0.054508256,27-03-2021
87,475,C,Z,395,0.198098526,28-03-2021
8,740,A,Y,390,0.10637315,29-03-2021
10,595,B,Y,108,0.154175468,30-03-2021
55,429,B,Y,699,0.04742493,31-03-2021
1,235,D,Z,783,0.180288964,01-04-2021
84,436,C,X,702,0.084409835,02-04-2021
37,569,D,Z,657,0.229546882,03-04-2021
82,477,A,Y,287,0.142791859,04-04-2021
21,265,C,Y,742,0.139207038,05-04-2021
4,946,B,X,395,0.106420394,06-04-2021
43,561,B,Z,514,0.066010232,07-04-2021
66,184,A,Z,165,0.008223531,08-04-2021
21,663,D,X,633,0.207383965,09-04-2021
37,575,D,Y,174,0.225511857,10-04-2021
69,480,D,Z,271,0.021186812,11-04-2021
81,826,C,Y,619,0.238637274,12-04-2021
48,726,A,X,140,0.266348352,13-04-2021
11,291,A,X,837,0.192989596,14-04-2021
95,952,C,Y,677,0.031637327,15-04-2021
92,810,A,Y,205,0.287216692,16-04-2021
44,705,D,Y,227,0.031343965,17-04-2021
64,300,C,Z,126,0.095571295,18-04-2021
32,12,D,X,430,0.279460834,19-04-2021
21,137,C,Y,509,0.16358306,20-04-2021
71,920,A,Z,508,0.123035695,21-04-2021
10,569,A,Z,698,0.184125215,22-04-2021
61,982,A,Y,530,0.252710957,23-04-2021
92,569,D,Z,610,0.081679181,24-04-2021
36,241,D,Y,765,0.055956483,25-04-2021
84,312,B,X,384,0.13703145,26-04-2021
77,879,D,X,304,0.25608784,27-04-2021
19,94,B,X,673,0.037284236,28-04-2021
75,382,C,Y,264,0.271475798,29-04-2021
99,137,A,Z,153,0.235172443,30-04-2021
98,278,D,Z,917,0.156656625,01-05-2021
44,889,A,Z,531,0.216409793,02-05-2021
4,245,A,Z,610,0.115846673,03-05-2021
13,717,B,Z,410,0.152875236,04-05-2021
59,494,A,X,348,0.125120641,05-05-2021
2,684,C,X,325,0.007886403,06-05-2021
1,394,B,X,568,0.093774111,07-05-2021
40,252,B,Z,774,0.126912527,08-05-2021
25,204,C,X,810,0.259679242,09-05-2021
59,34,D,X,927,0.099125085,10-05-2021
37,46,B,Z,266,0.246568001,11-05-2021
70,52,C,Z,765,0.139143573,12-05-2021
7,753,D,Y,302,0.297176145,13-05-2021
4,729,C,Y,747,0.157607593,14-05-2021
99,328,B,X,,0.126863501,15-05-2021
41,726,A,Z,295,0.135333316,16-05-2021
61,798,D,Y,590,0.084487375,17-05-2021
34,747,D,Y,680,0.022744246,18-05-2021
29,232,C,Z,923,0.065053139,19-05-2021
69,359,A,Z,900,0.18650753,20-05-2021
27,984,A,Z,968,0.145941594,21-05-2021
97,67,B,X,346,0.298759213,22-05-2021
52,171,C,Y,150,0.256071305,23-05-2021
74,38,B,Z,350,0.025621389,24-05-2021
54,884,B,Y,360,0.101304492,25-05-2021
70,754,B,Z,781,0.177108941,26-05-2021
34,327,D,Y,973,0.085055493,27-05-2021
8,917,C,Z,879,0.127887079,28-05-2021
95,50,D,X,624,0.039885563,29-05-2021
73,741,A,X,362,0.255635066,30-05-2021
85,551,A,Z,893,0.019751756,31-05-2021
8,726,B,Z,307,0.075161517,01-06-2021
68,682,C,X,964,0.046454418,02-06-2021
86,382,D,Y,146,0.28793411,03-06-2021
92,338,B,Z,442,0.024245483,04-06-2021
68,381,B,Y,539,0.295537945,05-06-2021
85,161,C,Y,548,0.164407907,06-06-2021
72,48,A,Z,473,0.166778835,07-06-2021
84,595,B,Y,271,0.190682125,08-06-2021
96,796,A,Y,749,0.084956539,09-06-2021
1,844,C,Y,694,0.265099107,10-06-2021
6,726,C,X,457,0.263259095,11-06-2021
92,329,C,Z,337,0.138435523,12-06-2021
31,575,A,Y,999,0.095317089,13-06-2021
74,856,A,Z,648,0.006019172,14-06-2021
84,681,B,X,108,0.12745923,15-06-2021
8,212,D,X,182,0.276835533,16-06-2021
22,661,A,X,322,0.287416993,17-06-2021
93,732,B,X,948,0.148074635,18-06-2021
9,254,D,Z,848,0.067397528,19-06-2021
44,903,B,Y,524,0.234019659,20-06-2021
47,938,B,X,267,0.234769575,21-06-2021
1,93,D,Z,337,0.296370287,22-06-2021
52,113,D,Z,536,0.058385272,23-06-2021
39,332,D,Y,537,0.136460458,24-06-2021
90,7,B,Y,642,0.075105228,25-06-2021
75,337,C,X,267,0.139587214,26-06-2021
99,672,D,Y,174,0.126606839,27-06-2021
88,942,C,X,847,0.077737717,28-06-2021
97,968,B,Z,598,0.145228406,29-06-2021
84,421,D,X,248,0.082663005,30-06-2021
27,26,D,Z,646,0.169272873,01-07-2021
79,542,B,Y,973,0.273170818,02-07-2021
33,503,D,Z,678,0.295709905,03-07-2021
71,127,D,X,707,0.255669144,04-07-2021
98,640,B,Z,618,0.196026348,05-07-2021
45,431,A,X,544,0.232280848,06-07-2021
60,582,A,Y,427,0.297645375,07-07-2021
58,186,A,Y,964,0.094851519,08-07-2021
51,192,A,X,778,0.191711482,09-07-2021
46,585,C,X,201,0.265226347,10-07-2021
5,325,A,Z,912,0.119881619,11-07-2021
58,290,A,Y,808,0.209934893,12-07-2021
94,422,A,Z,601,0.094597064,13-07-2021
92,898,C,X,544,0.099288481,14-07-2021
18,664,D,Z,341,0.161090046,15-07-2021
36,50,A,X,123,0.02603539,16-07-2021
67,525,B,Y,265,0.07100966,17-07-2021
21,2,C,Z,764,0.284018921,18-07-2021
46,584,C,Y,286,0.160706037,19-07-2021
58,349,D,Y,578,0.279641771,20-07-2021
80,649,C,Y,152,0.061618861,21-07-2021
37,175,D,X,201,0.226283604,22-07-2021
63,933,C,X,422,0.185002242,23-07-2021
5,817,B,X,448,0.166042119,24-07-2021
78,441,A,Z,302,0.015385091,25-07-2021
31,170,B,X,874,0.250127241,26-07-2021
88,601,A,X,552,0.094957984,27-07-2021
99,577,B,Y,746,0.040227191,28-07-2021
36,739,A,Z,573,0.054969378,29-07-2021
74,46,B,Y,854,0.044554744,30-07-2021
91,430,A,Y,704,0.205863347,31-07-2021
56,272,B,Z,260,0.089734194,01-08-2021
27,552,C,Z,691,0.142491794,02-08-2021
23,771,C,X,929,0.045160748,03-08-2021
77,811,B,Y,869,0.098846707,04-08-2021
80,268,D,X,880,0.005338911,05-08-2021
99,880,D,X,439,0.154394692,06-08-2021
91,965,B,Y,125,0.047483616,07-08-2021
52,864,C,Z,689,0.108305759,08-08-2021
47,495,A,Y,167,0.220564368,09-08-2021
81,711,D,Y,946,0.029378915,10-08-2021
62,701,B,Z,890,0.236012706,11-08-2021
61,451,D,Z,334,0.068799575,12-08-2021
